Entity,Event,OrdStartLoc,PatStartLoc,Dest,Time
Orderly2,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:06:02
Orderly4,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:07:10
Orderly8,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:07:12
Orderly4,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:08:49
Orderly1,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:10:52
Orderly4,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:10:52
Orderly5,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 22:12:03
Orderly6,PatientTransit.start-wait-task,None,None,None,01/01/2022 22:12:58
Orderly1,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:15:08
Orderly2,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:15:09
Orderly9,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:19:01
Orderly7,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 22:19:09
Orderly2,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:20:15
Orderly5,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 22:22:21
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:22:49
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 22:23:22
Orderly9,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:23:40
Orderly6,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:23:41
Orderly4,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:25:16
Orderly6,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:25:31
Orderly8,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:25:59
Orderly1,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:27:11
Orderly9,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:28:06
Orderly7,PatientTransit.orderly-to-patient-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:28:55
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:29:30
Orderly5,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 22:30:46
Orderly3,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:31:59
Orderly3,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:32:40
Orderly7,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:34:08
Orderly6,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:36:37
Orderly1,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:37:31
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:37:54
Orderly5,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 22:40:12
Orderly4,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 22:45:16
Orderly8,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:45:31
Orderly7,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:46:26
Orderly8,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:47:25
Orderly7,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:48:08
Orderly4,PatientTransit.start-wait-task,None,None,None,01/01/2022 22:48:12
Orderly2,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 22:49:30
Orderly1,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:49:40
Orderly7,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:49:48
Orderly2,PatientTransit.start-wait-task,None,None,None,01/01/2022 22:50:10
Orderly3,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:50:26
Orderly6,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:52:05
Orderly5,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 22:53:51
Orderly9,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 22:54:54
Orderly6,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 22:59:16
Orderly9,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 23:00:32
Orderly5,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:02:02
Orderly8,PatientTransit.orderly-to-patient-start,Wards_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:03:45
Orderly8,PatientTransit.pickup-start,Wards_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:04:13
Orderly5,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:05:42
Orderly1,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:05:55
Orderly6,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:06:36
Orderly5,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:08:19
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:08:43
Orderly1,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:08:55
Orderly7,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 23:09:48
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:12:21
Orderly4,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:12:29
Orderly4,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:14:00
Orderly6,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:14:47
Orderly5,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:16:58
Orderly8,PatientTransit.travel-start,Wards_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:17:22
Orderly4,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:18:09
Orderly9,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 23:20:32
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:21:07
Orderly6,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:22:17
Orderly9,PatientTransit.start-wait-task,None,None,None,01/01/2022 23:25:28
Orderly3,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:27:02
Orderly1,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 23:28:55
Orderly7,PatientTransit.start-wait-task,None,None,None,01/01/2022 23:32:41
Orderly5,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:34:27
Orderly3,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:34:54
Orderly5,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:37:32
Orderly5,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:38:02
Orderly2,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:40:38
Orderly2,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:40:45
Orderly4,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,01/01/2022 23:41:07
Orderly6,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 23:42:17
Orderly6,PatientTransit.start-wait-task,None,None,None,01/01/2022 23:43:57
Orderly8,PatientTransit.dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:44:14
Orderly5,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:44:23
Orderly8,PatientTransit.wait-dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:44:24
Orderly2,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:45:34
Orderly3,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:46:07
Orderly1,PatientTransit.start-wait-task,None,None,None,01/01/2022 23:46:38
Orderly5,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,01/01/2022 23:47:38
Orderly4,PatientTransit.start-wait-task,None,None,None,01/01/2022 23:48:03
Orderly9,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:48:12
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 23:48:20
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:54:07
Orderly9,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:55:21
Orderly3,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 23:55:42
Orderly7,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 23:56:15
Orderly9,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 23:58:25
Orderly9,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 00:02:11
Orderly8,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 00:04:24
Orderly8,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:04:25
Orderly7,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:04:58
Orderly9,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 00:05:42
Orderly5,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 00:07:38
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:09:22
Orderly5,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:09:54
Orderly7,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:13:52
Orderly2,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 00:14:07
Orderly2,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:15:18
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 00:15:42
Orderly6,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:15:42
Orderly1,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:16:59
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:19:09
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 00:20:33
Orderly1,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:21:40
Orderly1,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:22:32
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:24:31
Orderly9,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 00:25:42
Orderly8,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:25:59
Orderly8,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:27:00
Orderly1,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:28:50
Orderly1,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:29:00
Orderly3,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:31:35
Orderly9,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:32:08
Orderly6,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:36:23
Orderly4,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 00:36:48
Orderly6,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:37:23
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:37:29
Orderly7,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 00:39:09
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:45:21
Orderly7,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:45:28
Orderly1,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 00:49:00
Orderly1,PatientTransit.start-wait-task,None,None,None,02/01/2022 00:49:20
Orderly5,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:50:39
Orderly8,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:51:18
Orderly4,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 00:52:30
Orderly8,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:53:23
Orderly5,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 00:55:35
Orderly6,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 00:57:29
Orderly6,PatientTransit.start-wait-task,None,None,None,02/01/2022 01:00:11
Orderly8,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 01:13:23
Orderly4,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:15:55
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:17:14
Orderly5,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:18:26
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:21:37
Orderly5,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:21:48
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:22:43
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:23:55
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:24:22
Orderly9,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:25:35
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:30:29
Orderly7,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:31:28
Orderly7,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:32:12
Orderly1,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:34:00
Orderly8,PatientTransit.start-wait-task,None,None,None,02/01/2022 01:34:52
Orderly9,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:36:48
Orderly1,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:37:44
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:37:49
Orderly2,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:38:41
Orderly7,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:39:49
Orderly9,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:40:10
Orderly5,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 01:41:48
Orderly1,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:41:50
Orderly4,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 01:42:43
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:42:45
Orderly2,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:43:04
Orderly9,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:46:35
Orderly9,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:47:29
Orderly5,PatientTransit.start-wait-task,None,None,None,02/01/2022 01:49:50
Orderly6,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:49:50
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:50:56
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:52:38
Orderly6,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 01:53:10
Orderly2,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:55:14
Orderly8,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:57:39
Orderly8,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 01:59:07
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:01:16
Orderly7,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:02:45
Orderly1,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:02:54
Orderly7,PatientTransit.start-wait-task,None,None,None,02/01/2022 02:03:40
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:06:22
Orderly9,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:07:29
Orderly6,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:11:50
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:12:51
Orderly9,PatientTransit.start-wait-task,None,None,None,02/01/2022 02:12:53
Orderly8,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:12:56
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:16:25
Orderly5,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:16:31
Orderly4,PatientTransit.start-wait-task,None,None,None,02/01/2022 02:19:15
Orderly5,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:19:43
Orderly2,PatientTransit.orderly-to-patient-start,ED_Submodel,ED_Submodel,Wards_Submodel,02/01/2022 02:19:45
Orderly1,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:22:36
Orderly2,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,02/01/2022 02:25:49
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:26:22
Orderly3,PatientTransit.start-wait-task,None,None,None,02/01/2022 02:26:48
Orderly8,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:29:34
Orderly2,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,02/01/2022 02:32:37
Orderly6,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:32:51
Orderly2,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,02/01/2022 02:34:25
Orderly5,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:36:06
Orderly2,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,02/01/2022 02:36:10
Orderly5,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:37:30
Orderly1,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:42:36
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:42:51
Orderly9,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:43:35
Orderly1,PatientTransit.start-wait-task,None,None,None,02/01/2022 02:44:33
Orderly9,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:45:56
Orderly7,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:48:50
Orderly7,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:49:26
Orderly9,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:49:26
Orderly8,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 02:49:34
Orderly7,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:53:53
Orderly8,PatientTransit.start-wait-task,None,None,None,02/01/2022 02:55:58
Orderly2,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:56:10
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 02:57:02
Orderly5,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 02:57:30
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:58:31
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 02:59:57
Orderly9,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:02:13
Orderly2,PatientTransit.start-wait-task,None,None,None,02/01/2022 03:03:23
Orderly4,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:04:19
Orderly9,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:04:56
Orderly1,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:05:49
Orderly1,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:08:05
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:08:20
Orderly1,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:08:35
Orderly4,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:09:08
Orderly5,PatientTransit.start-wait-task,None,None,None,02/01/2022 03:09:49
Orderly4,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:10:18
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:14:01
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:14:22
Orderly7,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 03:17:02
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:20:26
Orderly6,PatientTransit.start-wait-task,None,None,None,02/01/2022 03:23:07
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:24:00
Orderly9,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,02/01/2022 03:24:56
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:25:04
Orderly8,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:25:38
Orderly7,PatientTransit.start-wait-task,None,None,None,02/01/2022 03:27:26
Orderly8,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:27:34
Orderly9,PatientTransit.start-wait-task,None,None,None,02/01/2022 03:29:53
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:33:00
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:34:23
Orderly5,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:36:08
Orderly5,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:37:30
Orderly4,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 03:40:26
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,02/01/2022 03:45:04
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:45:20
Orderly1,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:45:56
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,02/01/2022 03:46:12
Orderly8,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,02/01/2022 03:46:30
